"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"ENSMUSG00000027540"	0.336189286686409	5.6623547019843	58.1475712890141	6.75117717209758e-10	2.80953988670825e-07
"ENSMUSG00000039304"	-1.37417155184875	1.16596123572988	57.7961649411214	7.32969276261855e-10	2.98398166012082e-07
"ENSMUSG00000020427"	0.680223029445733	4.03278102007101	55.8048098675833	1.17416139690792e-09	4.67840861274352e-07
"ENSMUSG00000072919"	1.49305451737595	0.90302836554845	55.4538974769345	1.27703288513355e-09	4.982290591645e-07
"ENSMUSG00000042857"	-0.735708505854586	1.54058503171353	54.7390556150992	1.51668027735772e-09	5.79650439879142e-07
"ENSMUSG00000026773"	0.717333946321748	5.21099987596771	55.0397794343325	2.04843494202653e-09	7.67220823186616e-07
"ENSMUSG00000021025"	0.746837214645579	3.96211709131779	53.7692244899488	2.13239736712969e-09	7.71937228162923e-07
"ENSMUSG00000050730"	-0.487924525900961	4.05892177392138	53.316504555635	2.14346856754803e-09	7.71937228162923e-07
"ENSMUSG00000041468"	-0.569295458128686	3.57201549515706	53.2284522607745	2.19021078837451e-09	7.73888253469611e-07
"ENSMUSG00000024175"	2.21827578117724	-0.19052342596779	53.0665838865744	2.27892699106307e-09	7.90323440030335e-07
"ENSMUSG00000026315"	0.750371179602969	4.05800744195839	52.969667235261	2.78178787486229e-09	9.47173482409929e-07
"ENSMUSG00000026383"	-0.64621701980654	3.15917351167367	51.9203534866993	3.02449674153437e-09	1.00841767871271e-06
"ENSMUSG00000001768"	0.557143936746505	4.89340834630758	51.8610942422179	3.06935481853071e-09	1.00841767871271e-06
"ENSMUSG00000032807"	1.28401097601604	1.82891000226451	51.9966916510049	3.12481306360509e-09	1.00893748693332e-06
"ENSMUSG00000055805"	0.507373232712735	6.85622390615645	51.7587056029367	3.19790292098691e-09	1.01503606781901e-06
"ENSMUSG00000034738"	0.961951369267119	2.34765018301494	51.4458020797599	3.40380873509762e-09	1.06238543636955e-06
"ENSMUSG00000022508"	0.652087553688118	4.84085334705971	51.456373852726	3.99673683569159e-09	1.2106427531693e-06
"ENSMUSG00000053137"	0.369687181244032	6.02232884008145	50.7931877826553	4.00810865042434e-09	1.2106427531693e-06
"ENSMUSG00000089809"	-0.493466706548725	5.89652461829866	50.694998043267	4.10827330304173e-09	1.2113830992032e-06
"ENSMUSG00000020601"	0.559640982999922	5.76974103963227	51.1512566741659	4.13993262930552e-09	1.2113830992032e-06
"ENSMUSG00000104415"	1.30370294294576	1.75788977755318	50.705569707311	4.32140912310102e-09	1.24503120997404e-06
"ENSMUSG00000031853"	-0.915414392972196	1.7646540336135	50.4277460525115	4.39431964128101e-09	1.24685490791317e-06
"ENSMUSG00000015468"	0.713753232931228	3.1162697082367	49.8052695961302	5.14391419008308e-09	1.42931948126709e-06
"ENSMUSG00000050211"	-1.07723301120231	3.74102152569712	52.152185240681	5.2226894570596e-09	1.42931948126709e-06
"ENSMUSG00000014782"	1.25609670299496	2.41880081861333	50.8269852888129	5.26635575412128e-09	1.42931948126709e-06
"ENSMUSG00000040410"	-0.492280727747572	3.74615066225427	49.1247958955356	6.11756723976703e-09	1.6049562311721e-06
"ENSMUSG00000045193"	-0.525619880340272	5.41662898003762	49.1515564542718	6.15395883510623e-09	1.6049562311721e-06
"ENSMUSG00000028862"	1.81164568868006	1.83415612252339	51.176543650512	6.17060119850435e-09	1.6049562311721e-06
"ENSMUSG00000042834"	-0.477428156117492	6.38728552775467	48.6533983708909	6.90317085082224e-09	1.77089973319655e-06
"ENSMUSG00000048458"	0.341033054585151	7.36948186654458	48.2421812432692	7.67421157844562e-09	1.9420940571561e-06
"ENSMUSG00000054720"	0.44887282797071	5.06858466469133	48.181769226762	7.79482475930099e-09	1.94631577689906e-06
"ENSMUSG00000075511"	-0.930480789233184	2.43443195667349	48.0049472348907	8.1593256870934e-09	2.01052226502892e-06
"ENSMUSG00000034165"	0.422187195014001	3.95443762669601	47.7540944254342	8.70715243218404e-09	2.11764731944819e-06
"ENSMUSG00000014164"	0.337997566988124	6.56814003872744	46.8047146555966	1.115252671984e-08	2.61509531362041e-06
"ENSMUSG00000020363"	-0.779129767969616	2.92625318960366	46.7939418301198	1.11840569800386e-08	2.61509531362041e-06
"ENSMUSG00000006205"	0.387454790185249	6.88975975772197	46.7535378796804	1.13031418246229e-08	2.61509531362041e-06
"ENSMUSG00000051335"	0.629534973877189	6.94536610468521	48.1301061434996	1.13110866878439e-08	2.61509531362041e-06
"ENSMUSG00000040605"	-1.00311798891712	1.88970548288141	46.6071109226167	1.17458930677114e-08	2.62894288827105e-06
"ENSMUSG00000057060"	0.438783030760734	4.94370947312053	46.6065967950576	1.17474790574739e-08	2.62894288827105e-06
"ENSMUSG00000048701"	0.471110416709905	5.70768138936614	46.5921522319992	1.17921291512131e-08	2.62894288827105e-06
"ENSMUSG00000003402"	0.260455586075404	5.94987168133071	46.4089130294732	1.23741354802936e-08	2.7262404134054e-06
"ENSMUSG00000042807"	-0.570187569165721	5.88045285265891	47.1786189208274	1.2556618328167e-08	2.73427664455329e-06
"ENSMUSG00000029406"	0.370549855696119	8.02922603365982	46.2445753099939	1.29215514177626e-08	2.76604161264981e-06
"ENSMUSG00000031538"	0.466575495104515	5.18980290287524	46.2222328141985	1.29978993919572e-08	2.76604161264981e-06
"ENSMUSG00000047259"	1.2705769101843	1.64798229098268	46.0910359109404	1.37528156635974e-08	2.89380875204707e-06
"ENSMUSG00000111977"	-0.373724981231351	4.64963034425037	45.7032869818125	1.49098971928818e-08	3.08718275441633e-06
"ENSMUSG00000020905"	-0.98656812174683	2.79834618610125	46.2764585737256	1.50015288434819e-08	3.08718275441633e-06
"ENSMUSG00000060477"	0.469028961564331	4.25324642389095	45.5553967385305	1.5506788821362e-08	3.15178631681352e-06
"ENSMUSG00000061119"	-0.589639219258631	2.97228443448505	45.5203000024221	1.56520599916515e-08	3.15178631681352e-06
"ENSMUSG00000097343"	-0.548105394467529	2.55851916211965	45.3948410576738	1.61830471148379e-08	3.20105349422318e-06
"ENSMUSG00000000126"	-0.496526378759004	4.32027668568163	45.3819659360402	1.6238590374924e-08	3.20105349422318e-06
"ENSMUSG00000028173"	-0.469594670838799	5.45374175277974	45.0745318980212	1.7625531762345e-08	3.42466949831586e-06
"ENSMUSG00000025324"	0.797030900049888	3.6543885293567	45.8147912826992	1.77387163633598e-08	3.42466949831586e-06
"ENSMUSG00000045691"	-0.349554585900268	4.79680383442602	44.9335383173379	1.83023304831319e-08	3.49742594854706e-06
"ENSMUSG00000049076"	0.363956241932579	6.78112863643299	44.8710032351598	1.86111220988696e-08	3.52050993480335e-06
"ENSMUSG00000053414"	-0.750919261944043	4.2444991599431	45.7369420061509	1.97557962888803e-08	3.69966797101862e-06
"ENSMUSG00000045930"	-0.853582263657229	1.9418116995934	44.5902078526702	2.00660112548623e-08	3.72055636405748e-06
"ENSMUSG00000050423"	0.779039781731123	2.75686185053066	44.4988219775635	2.05646611136153e-08	3.77563145759484e-06
"ENSMUSG00000027333"	0.449545478526158	5.05536663989996	44.3044134310995	2.16688569732086e-08	3.93973480133279e-06
"ENSMUSG00000042978"	0.472872769314735	6.44867290073616	44.2146426617493	2.25363701698325e-08	4.05806350163898e-06
"ENSMUSG00000021710"	-0.413239251090655	5.0088299154893	44.0307474857836	2.33288882154983e-08	4.15360702436448e-06
"ENSMUSG00000007617"	0.810707418743735	7.96010066168368	46.3984222992584	2.36968735106967e-08	4.15360702436448e-06
"ENSMUSG00000068115"	-0.596710342807838	3.20204472688953	43.9672953623173	2.37323624503123e-08	4.15360702436448e-06
"ENSMUSG00000030413"	0.888984673841823	2.54917483240111	43.8833249635957	2.42775073455342e-08	4.20967481536869e-06
"ENSMUSG00000031442"	0.330984612818677	7.55350200028436	43.6953402905226	2.55457255852355e-08	4.38894314710739e-06
"ENSMUSG00000018428"	-0.340030060992984	5.31943762882867	43.3118495321776	2.835149385136e-08	4.822812505909e-06
"ENSMUSG00000051351"	-0.338495147166127	5.97627912575845	43.2815915376832	2.85861156702034e-08	4.822812505909e-06
"ENSMUSG00000110218"	1.13978465024048	0.99354923290602	43.1696142663609	2.94721264227922e-08	4.9157255231439e-06
"ENSMUSG00000045259"	-0.922887451436006	1.42431533454155	43.1352749973498	2.97495254726129e-08	4.9157255231439e-06
"ENSMUSG00000019916"	0.518571113819886	5.56687718430568	43.4429859556847	2.99243183445509e-08	4.9157255231439e-06
"ENSMUSG00000116056"	-0.880391452931568	1.2876119996297	43.0709728201125	3.02763071230024e-08	4.93029916080406e-06
"ENSMUSG00000024431"	-0.290282528739049	6.37900483616141	42.3442179622187	3.69525292326233e-08	5.92262747415172e-06
"ENSMUSG00000027188"	-0.425158909147849	5.19898113332714	42.339301342065	3.70025852766461e-08	5.92262747415172e-06
"ENSMUSG00000033316"	0.58096907547781	6.34098513997114	43.2844413599276	3.7339771999178e-08	5.92594839176785e-06
"ENSMUSG00000037224"	-0.347061127663946	5.42603277738351	42.1911816647543	3.85441733124385e-08	6.06568683715997e-06
"ENSMUSG00000032010"	-0.351030805684208	5.62085717865336	42.0874503773042	3.96634889629056e-08	6.18981798173611e-06
"ENSMUSG00000038894"	0.797470189241887	5.83921274208319	44.2375031278449	4.01063180782713e-08	6.20719850125443e-06
"ENSMUSG00000000223"	-0.260409001030665	6.95538881725496	41.9409638812348	4.13021239052612e-08	6.29578517448242e-06
"ENSMUSG00000021646"	-0.375906845109565	3.80082737540575	41.9366815222584	4.13510747296063e-08	6.29578517448242e-06
"ENSMUSG00000035711"	0.929412086054222	3.20349470892686	42.7605376881263	4.23512208236064e-08	6.39605897067482e-06
"ENSMUSG00000038260"	-0.537294001891047	4.07634528277031	41.7243299665561	4.38558032945956e-08	6.57030102638314e-06
"ENSMUSG00000025076"	-0.71279991960801	1.69395098646784	41.5084807311608	4.65641640952533e-08	6.92069127787149e-06
"ENSMUSG00000045294"	-0.415024333744346	5.83824249938371	41.4070153463739	4.78969340210308e-08	7.03495436415651e-06
"ENSMUSG00000024066"	1.2385255265619	2.15106129568328	42.0637484154035	4.80842718327566e-08	7.03495436415651e-06
"ENSMUSG00000042155"	-0.327211900640857	6.49626906042314	41.0617260421895	5.27378425321196e-08	7.65598121782174e-06
"ENSMUSG00000074207"	-2.78600001798565	-1.64266442323537	40.9311992079916	5.46981552338659e-08	7.87947963895851e-06
"ENSMUSG00000016179"	0.73407281063241	5.38159380284321	42.2738780874319	5.99462934824909e-08	8.56957433623365e-06
"ENSMUSG00000049612"	-0.364714238587158	6.96084903602746	40.5672751778086	6.05748083602445e-08	8.59382148607803e-06
"ENSMUSG00000055866"	0.921729515464404	5.31066449716693	42.6565568642139	6.46132355988881e-08	9.09783506060434e-06
"ENSMUSG00000028842"	0.445925333411589	5.88229570060213	40.2817867704509	6.56433718036566e-08	9.13058992252141e-06
"ENSMUSG00000025823"	0.693146392045032	5.47328494102902	41.8279902925758	6.58209878539217e-08	9.13058992252141e-06
"ENSMUSG00000086765"	2.5546850888715	-1.5518825456202	40.1028618386976	6.90434459225839e-08	9.50718096906051e-06
"ENSMUSG00000037990"	0.376782443630398	5.8226681806649	39.8695397031507	7.37548879928325e-08	1.00478029065512e-05
"ENSMUSG00000025964"	-0.235685733124334	7.28322605782262	39.8557957053078	7.4042655049077e-08	1.00478029065512e-05
"ENSMUSG00000032245"	-0.503908893710824	2.92211399155057	39.6869550962943	7.7674743375801e-08	1.04648555338031e-05
"ENSMUSG00000044364"	-0.792465828125439	1.45385985443717	39.6537877492937	7.84097819060346e-08	1.04884284696736e-05
"ENSMUSG00000037239"	0.387417167109173	6.35375602388162	39.6034999221109	7.95380836724757e-08	1.056389853145e-05
"ENSMUSG00000025384"	0.628104227361882	3.90180368845002	39.4634241145872	8.51178714147161e-08	1.12253688590379e-05
"ENSMUSG00000053907"	0.308992154759104	7.69987598766964	39.2317310864206	8.84221346520138e-08	1.15795896197781e-05
"ENSMUSG00000052296"	0.197420535095292	7.49620924610767	39.1344299346539	9.09138484169355e-08	1.17512486469019e-05
"ENSMUSG00000032902"	-0.636905290496459	5.61064424112887	40.3673307123856	9.09879347359845e-08	1.17512486469019e-05
"ENSMUSG00000078202"	-0.570393732583387	3.88784827150439	38.9874446053627	9.48174407530907e-08	1.21619603628981e-05
"ENSMUSG00000033540"	-0.340991549253573	3.81208807938442	38.9088270227453	9.69766123968752e-08	1.23542926554849e-05
"ENSMUSG00000025277"	0.270341115077911	5.63558384264533	38.634618989211	1.0491698227363e-07	1.32755427502586e-05
"ENSMUSG00000049907"	-0.391760785308168	5.83809776664431	38.4440063404979	1.10833412389336e-07	1.39300490860073e-05
"ENSMUSG00000024395"	0.486316842778267	3.4974940159145	38.3728990983452	1.13128595635302e-07	1.41237280697487e-05
"ENSMUSG00000049791"	0.595865449682008	3.76325039097202	38.2544640977428	1.17061943335239e-07	1.44524744224e-05
"ENSMUSG00000024778"	1.14791679626325	0.551759313343642	38.2472735876886	1.17305287136477e-07	1.44524744224e-05
"ENSMUSG00000021676"	0.483701924588091	5.02471579151335	38.0598368312269	1.24798863989757e-07	1.52752178165764e-05
"ENSMUSG00000096847"	0.316142639954723	7.10226158823652	37.8344335968251	1.32198992606128e-07	1.60502228358627e-05
"ENSMUSG00000034832"	0.344769340755714	6.48582570209557	37.8176454241709	1.3284479839583e-07	1.60502228358627e-05
"ENSMUSG00000019734"	0.70245763490457	2.98721584359025	37.7010229279969	1.37422693086165e-07	1.64968895732347e-05
"ENSMUSG00000030889"	-0.628951872900862	3.19429789417546	37.5484142542334	1.43662675818526e-07	1.71361205735894e-05
"ENSMUSG00000034035"	-0.989259460905355	0.427040220637296	37.4407163685562	1.48243417047953e-07	1.75207527215608e-05
"ENSMUSG00000021556"	0.497821067626041	4.9829129406471	37.5283129000926	1.48758460123254e-07	1.75207527215608e-05
"ENSMUSG00000036362"	-0.45548519587043	3.47677447365457	37.3203256619931	1.53544584798561e-07	1.77629568954617e-05
"ENSMUSG00000028876"	0.375380864978522	5.83564281833167	37.3188465764773	1.53610927609569e-07	1.77629568954617e-05
"ENSMUSG00000047155"	-0.412937291673819	4.31795911729789	37.317743202672	1.53660437713718e-07	1.77629568954617e-05
"ENSMUSG00000053164"	-0.769868417466816	2.1457660253086	37.1549581597737	1.61150117550501e-07	1.83001643729752e-05
"ENSMUSG00000022136"	0.433785935042886	5.89190859425197	37.164482262371	1.61556675004704e-07	1.83001643729752e-05
"ENSMUSG00000027777"	0.342012829291861	7.5028405797466	37.1433522281655	1.61698419905288e-07	1.83001643729752e-05
"ENSMUSG00000061589"	0.300368972909039	6.82341440850568	37.1324248618234	1.62216440749393e-07	1.83001643729752e-05
"ENSMUSG00000072969"	-0.406813988450667	4.83217801898204	36.9371332037681	1.71771709338378e-07	1.9262088627424e-05
"ENSMUSG00000027550"	-0.465179803417227	4.4656434351102	36.8918965864281	1.7406754831572e-07	1.94033510554076e-05
"ENSMUSG00000026864"	0.742518359078903	8.2780724741443	38.610507848251	1.76128803480806e-07	1.95169473537577e-05
"ENSMUSG00000033863"	0.37275361826822	8.0817236775591	36.6629793441474	1.86185615024241e-07	2.05099883091704e-05
"ENSMUSG00000034271"	0.507161366798858	4.97671780650556	36.7244247924732	1.92559998746845e-07	2.10004013420725e-05
"ENSMUSG00000020627"	0.300144745039268	6.1680873438765	36.5430787222588	1.92880281456532e-07	2.10004013420725e-05
"ENSMUSG00000036915"	0.53623861822674	3.16579259515576	36.4888685865167	1.95988964146263e-07	2.12155221477865e-05
"ENSMUSG00000097842"	-0.547554550627637	2.27412593229156	36.4239389197179	1.99781171358976e-07	2.14440255905511e-05
"ENSMUSG00000027654"	1.48131698136426	0.580438645788639	36.6540292351058	2.00390050640596e-07	2.14440255905511e-05
"ENSMUSG00000060166"	-0.337810217468518	6.65912313845837	36.1446797529942	2.16983617517455e-07	2.30877966207351e-05
"ENSMUSG00000043557"	0.720959649532518	5.10641090942336	37.3540689144896	2.2628873735875e-07	2.39418597995328e-05
"ENSMUSG00000044522"	1.70959550380053	-0.712915398508423	35.8852779819529	2.34347005494096e-07	2.45600564309587e-05
"ENSMUSG00000041773"	0.355141967071965	9.7431866903935	35.8794313116625	2.34754637749859e-07	2.45600564309587e-05
"ENSMUSG00000057193"	-0.239856607222099	5.38938473604317	35.8081281637909	2.39785775412592e-07	2.49470456452868e-05
"ENSMUSG00000026072"	0.630943599193864	2.26847440514671	35.7335931372359	2.45165170169962e-07	2.53657908385241e-05
"ENSMUSG00000078815"	-1.23826916392493	0.140562774310234	35.6500810516171	2.5134208023019e-07	2.58619952553339e-05
"ENSMUSG00000001143"	0.234426733864538	5.31784706593695	35.6082863218594	2.54494052302101e-07	2.58946483418467e-05
"ENSMUSG00000062563"	0.734387987641639	2.9206246293928	35.596382266776	2.55399316457253e-07	2.58946483418467e-05
"ENSMUSG00000074796"	1.23884827103747	0.505532748876767	35.5910270759155	2.55807654362238e-07	2.58946483418467e-05
"ENSMUSG00000084898"	-0.872147653631196	2.56441806975166	35.6883584526424	2.6607357878653e-07	2.6789031773846e-05
"ENSMUSG00000025790"	0.386554664760775	4.91668382762531	35.4274453503005	2.68614250294962e-07	2.69002089052072e-05
"ENSMUSG00000033594"	0.294956357565243	5.61595116307884	35.3789992890062	2.72533876987174e-07	2.71475633741426e-05
"ENSMUSG00000022656"	-0.501184603188863	5.07611963577945	35.5867330283268	2.74456956970389e-07	2.71944731914522e-05
"ENSMUSG00000092090"	0.546761694375988	3.23781497200494	35.2108506675447	2.86606892199732e-07	2.81816563012292e-05
"ENSMUSG00000022469"	0.44188687074155	4.85329791600602	35.1903550647565	2.88373288234405e-07	2.81816563012292e-05
"ENSMUSG00000001065"	0.353775981452227	4.37721817343054	35.1838696523477	2.88934586951247e-07	2.81816563012292e-05
"ENSMUSG00000054383"	-0.707816042331113	2.17668805145688	34.9657619461889	3.08489602485975e-07	2.97142941533344e-05
"ENSMUSG00000057101"	0.301537805219	5.73625060517079	34.9605668150694	3.08971853449132e-07	2.97142941533344e-05
"ENSMUSG00000089774"	0.587140002023904	4.75759246223005	35.5447626635042	3.09408199919912e-07	2.97142941533344e-05
"ENSMUSG00000024793"	1.06126003033917	2.91480198666262	35.9917213881916	3.14240027915189e-07	2.99807789016746e-05
"ENSMUSG00000021866"	0.500488469707479	4.95267005027431	35.0745281938852	3.15384922498526e-07	2.99807789016746e-05
"ENSMUSG00000024440"	-1.02127682618158	0.568813985478415	34.8711791878793	3.17393627176964e-07	3.00193457380959e-05
"ENSMUSG00000090210"	0.901208031251992	2.36885962567052	34.9753867749772	3.19759943185876e-07	3.00911781710648e-05
"ENSMUSG00000032115"	0.379134428412063	6.78569682439396	34.7131932050867	3.32868398035402e-07	3.11681324500448e-05
"ENSMUSG00000048578"	0.283331853850814	7.13714007995172	34.4336701851924	3.62203316911284e-07	3.37461766955105e-05
"ENSMUSG00000037492"	-0.311108087275553	5.61841829157946	34.304349481765	3.7667441984017e-07	3.49207022789448e-05
"ENSMUSG00000037833"	1.19015462419347	1.4211312246078	34.4871665392285	3.80774380917879e-07	3.5126905573641e-05
"ENSMUSG00000025372"	0.32448977745251	8.16613932073338	34.0983907446006	4.00977574027756e-07	3.68093481804793e-05
"ENSMUSG00000018334"	0.428083427206073	5.65935502123043	34.1224888630893	4.061795247641e-07	3.71049949280844e-05
"ENSMUSG00000022685"	-0.317646213708571	4.47086224193213	34.0041848461622	4.12633065988035e-07	3.75115506153298e-05
"ENSMUSG00000019970"	0.575946060555444	5.69870254028268	34.7920837749001	4.32253206895337e-07	3.91053420556955e-05
"ENSMUSG00000036437"	-0.427644073726547	4.85673459631744	33.7331885744457	4.48171293299592e-07	4.03504990847185e-05
"ENSMUSG00000020484"	0.432281609000841	6.19137922950197	33.7887772562481	4.59638135881885e-07	4.11848965103352e-05
"ENSMUSG00000023232"	0.966067961200739	2.52389530830522	34.0892730762462	4.66812059440565e-07	4.16016429490872e-05
"ENSMUSG00000031822"	0.613542775576731	5.9982500143521	34.7176878695809	4.68794383671839e-07	4.16016429490872e-05
"ENSMUSG00000040490"	0.444392252352681	4.49688724685485	33.557696689784	4.72874062659075e-07	4.16016429490872e-05
"ENSMUSG00000116557"	0.667515887696366	1.91813887387036	33.5556175175176	4.73175092014502e-07	4.16016429490872e-05
"ENSMUSG00000000320"	-1.94108781033675	-0.905538512634726	33.5234907059589	4.77851977801454e-07	4.18165139639618e-05
"ENSMUSG00000019726"	0.497055731336413	5.79870124236957	33.9884270736597	4.84858541097791e-07	4.22323065076201e-05
"ENSMUSG00000049225"	0.477914064073934	7.13226002731025	33.8763469878563	4.9343387579898e-07	4.27802601485533e-05
"ENSMUSG00000013419"	0.288224041918832	6.2620714286644	33.4011545591119	4.96106643160528e-07	4.28137746841807e-05
"ENSMUSG00000024986"	-0.937067910925709	0.735571854122968	33.2180384450742	5.24799819286971e-07	4.50822303476472e-05
"ENSMUSG00000115813"	1.46167298169767	-0.863671986500861	33.168155508775	5.32912073908425e-07	4.55545685009452e-05
"ENSMUSG00000068114"	0.39250982000935	3.84482258834283	33.1544520705734	5.35163404186892e-07	4.55545685009452e-05
"ENSMUSG00000044033"	0.687192575511031	4.73979121483783	34.0925712288579	5.55309544946423e-07	4.70555739738084e-05
"ENSMUSG00000026824"	-0.328189892404795	7.01767592459691	32.9447062992852	5.70886627124399e-07	4.79212245824316e-05
"ENSMUSG00000021111"	0.223030268332631	6.91918240144489	32.9328816835427	5.72973104211158e-07	4.79212245824316e-05
"ENSMUSG00000029570"	0.589673658272453	3.67256417628686	32.9588414568368	5.73202024161088e-07	4.79212245824316e-05
"ENSMUSG00000071637"	1.08249646170948	0.68174472752197	32.9155054422244	5.76053603514563e-07	4.79455814800766e-05
"ENSMUSG00000038244"	0.369647381492358	8.8349202448862	32.836299590833	5.90315552673849e-07	4.87719609462075e-05
"ENSMUSG00000003226"	0.318931056119666	6.91996121306359	32.8315024250812	5.91191068232451e-07	4.87719609462075e-05
"ENSMUSG00000022769"	1.01745108094506	2.99054892464138	33.6802082665707	6.17850905681132e-07	5.07477803100463e-05
"ENSMUSG00000060862"	0.579695017821459	3.90174188672113	32.7767881850913	6.28496910174162e-07	5.13967757066879e-05
"ENSMUSG00000054619"	0.478782623422165	4.37659231365542	32.5452633242359	6.45959392922986e-07	5.24493942342425e-05
"ENSMUSG00000033545"	0.223966899586468	7.12820963673175	32.5402214569623	6.46970153687725e-07	5.24493942342425e-05
