"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"ENSMUSG00000029657"	0.494852832145993	8.49962305890415	96.4378335338736	3.29453466592927e-13	5.82044817819409e-11
"ENSMUSG00000045294"	-0.522881730809513	5.83824249938371	95.6068929401375	3.79981359998782e-13	6.65038404551139e-11
"ENSMUSG00000075012"	-0.50798390971563	5.66093113224619	95.0877408656716	4.1558664756587e-13	7.20619550830190e-11
"ENSMUSG00000017692"	0.650292384037773	4.40086936614845	95.0194474088515	4.20522520028537e-13	7.22488553447194e-11
"ENSMUSG00000031875"	0.705327388630894	3.07743177485808	94.7452828124029	4.40959922000352e-13	7.50714223572781e-11
"ENSMUSG00000047259"	1.40011282404401	1.64798229098268	94.8889352441004	4.52249017703265e-13	7.62997058966581e-11
"ENSMUSG00000026315"	0.825729892026363	4.05800744195839	96.1131466257782	4.90390532043292e-13	8.19959240497744e-11
"ENSMUSG00000096847"	0.411201556183121	7.10226158823652	94.0353057296437	4.98833691695049e-13	8.26695446404707e-11
"ENSMUSG00000042807"	-0.681812138724309	5.88045285265891	96.5232932321524	5.2901070053821e-13	8.69016086752548e-11
"ENSMUSG00000020522"	0.415789847384597	4.92864420890307	93.4811596258273	5.49470770007691e-13	8.94777313907307e-11
"ENSMUSG00000024793"	1.44347606382907	2.91480198666262	99.5173441609275	5.68294570981514e-13	9.17452795756104e-11
"ENSMUSG00000042622"	1.94393271632731	0.153836850972801	93.2180889151255	5.75354977472246e-13	9.20912193429295e-11
"ENSMUSG00000032245"	-0.619349663295234	2.92211399155057	92.1752281355921	6.91122123130074e-13	1.09683423727601e-10
"ENSMUSG00000039634"	0.975613871439761	3.16230569234411	93.2358299283761	7.00137179174498e-13	1.1018041138152e-10
"ENSMUSG00000041679"	-1.55007343266578	0.708185137986269	91.976034527966	7.15863508669714e-13	1.11716466057148e-10
"ENSMUSG00000027580"	0.711806573391296	3.2027591910148	91.8612637677133	7.30535784773991e-13	1.1306399703688e-10
"ENSMUSG00000008090"	-0.584607204566336	3.41050463732152	91.7454015387582	7.45665295104931e-13	1.14459622798607e-10
"ENSMUSG00000084898"	-1.19004521552855	2.56441806975166	92.5154800324739	8.06176961746695e-13	1.22742080996995e-10
"ENSMUSG00000062563"	0.920185856561596	2.9206246293928	90.9665261784527	8.56215508061172e-13	1.29309256608561e-10
"ENSMUSG00000031167"	-0.618892351991727	6.44460627478375	91.9679992861477	9.38504344464692e-13	1.40602966870322e-10
"ENSMUSG00000022678"	0.574627926498337	4.10626816989313	90.2331328244884	9.75946881603217e-13	1.45052041680821e-10
"ENSMUSG00000015745"	-0.40154009460743	4.82580739366422	89.9365685077469	1.02919597335507e-12	1.51761834590712e-10
"ENSMUSG00000047155"	-0.529200314972903	4.31795911729789	89.618491130074	1.0896803144346e-12	1.59425337878255e-10
"ENSMUSG00000024778"	1.38291026550715	0.551759313343642	89.5472062824931	1.10373599556358e-12	1.60229953402474e-10
"ENSMUSG00000034738"	1.04312082083207	2.34765018301494	89.4207758479828	1.12913104519886e-12	1.62655669872608e-10
"ENSMUSG00000044364"	-0.979394855005271	1.45385985443717	89.3616169517537	1.14122190844712e-12	1.63142463202207e-10
"ENSMUSG00000055805"	0.549681047752068	6.85622390615645	89.1308521367838	1.22466251469328e-12	1.7344058830783e-10
"ENSMUSG00000026864"	0.975706657645584	8.2780724741443	97.4136881988877	1.2317828934128e-12	1.7344058830783e-10
"ENSMUSG00000081683"	-1.53235859248758	0.699323451020265	88.7897573657465	1.26528525861235e-12	1.76828336104727e-10
"ENSMUSG00000048578"	0.374704878085522	7.13714007995172	88.3729269451001	1.36450622163022e-12	1.89282281573846e-10
"ENSMUSG00000049907"	-0.492339567705745	5.83809776664431	87.9742576296132	1.46699441041487e-12	2.02002972969407e-10
"ENSMUSG00000022508"	0.6998638925996	4.84085334705971	89.4350877902854	1.52962744301728e-12	2.09090022813027e-10
"ENSMUSG00000002910"	0.882102273755625	3.07735068568692	87.6987013738825	1.55254513226739e-12	2.10214700782329e-10
"ENSMUSG00000072969"	-0.522464728408986	4.83217801898204	87.6357265118012	1.56030562336432e-12	2.10214700782329e-10
"ENSMUSG00000031775"	-0.649096026543887	4.75315814604365	87.9322545423534	1.57287998811784e-12	2.10395168124877e-10
"ENSMUSG00000039913"	-0.609469857220075	5.93525310451776	88.3381370336483	1.79825815355628e-12	2.3883674072091e-10
"ENSMUSG00000096929"	0.583116410358757	6.57070609680695	87.7921248094426	1.82801955478641e-12	2.41079733820318e-10
"ENSMUSG00000054477"	0.429313793480886	5.03252785059047	86.5160999001283	1.91542215965834e-12	2.508399355519e-10
"ENSMUSG00000020374"	-0.419900947541863	5.17417634694012	86.3747539946971	1.96589389046616e-12	2.55661770046943e-10
"ENSMUSG00000032058"	0.452681219514807	3.94365379529278	85.9418622713597	2.12926053993961e-12	2.74997669872063e-10
"ENSMUSG00000025473"	1.10455258890682	2.56471251848248	86.9266487833301	2.17076783771356e-12	2.78438145868916e-10
"ENSMUSG00000090210"	1.13230205119376	2.36885962567052	86.3950115419863	2.20020389404332e-12	2.79269769579498e-10
"ENSMUSG00000040738"	0.451927123985759	4.67044533589581	85.7476719362972	2.20707672866801e-12	2.79269769579498e-10
"ENSMUSG00000111246"	-1.6122976589579	-0.75875060220525	85.5772378648378	2.27781154389238e-12	2.86285750217936e-10
"ENSMUSG00000030208"	1.08385901508127	1.15471442434842	85.426108728215	2.34250772676411e-12	2.9245428132741e-10
"ENSMUSG00000057101"	0.384507537755401	5.73625060517079	85.1383716091914	2.4710251696464e-12	3.06456214251445e-10
"ENSMUSG00000026127"	0.340079443969824	4.53766525060137	85.0069223639874	2.53215815852646e-12	3.11971880491612e-10
"ENSMUSG00000110218"	1.17964576994229	0.99354923290602	84.4703627238342	2.79849270003423e-12	3.42531848323798e-10
"ENSMUSG00000041468"	-0.597915835108619	3.57201549515706	84.0888700097575	3.00547389961331e-12	3.6541305042988e-10
"ENSMUSG00000037313"	-0.634371990737347	2.55288936112928	84.0381229488244	3.03418421489076e-12	3.6541305042988e-10
"ENSMUSG00000086296"	-1.79006923739639	0.00782582298001508	84.0209392409802	3.04397051674381e-12	3.6541305042988e-10
"ENSMUSG00000041773"	0.450365735368475	9.7431866903935	83.9806533812194	3.06704272918216e-12	3.65837638149008e-10
"ENSMUSG00000020108"	0.734274065996179	4.89377298852286	86.463289008169	3.08837230973293e-12	3.66050305344105e-10
"ENSMUSG00000037492"	-0.403759349359099	5.61841829157946	83.894334878069	3.1170932338072e-12	3.67130848990613e-10
"ENSMUSG00000033316"	0.673268156322107	6.34098513997114	86.7634211855811	3.34665903226929e-12	3.91101558577213e-10
"ENSMUSG00000024427"	0.892534685892548	3.82876801256349	86.1747689890796	3.3623832397571e-12	3.91101558577213e-10
"ENSMUSG00000027134"	-0.331048912200453	6.38118785388084	83.4504635986228	3.38822997357905e-12	3.91675201945771e-10
"ENSMUSG00000089774"	0.748803440316324	4.75759246223005	86.09273341704	3.45622490502991e-12	3.97084195070522e-10
"ENSMUSG00000028274"	0.356767358062564	4.62186754389484	83.2133323427147	3.54303104124082e-12	4.04575257983639e-10
"ENSMUSG00000110980"	-0.721218000630555	2.94764253165645	82.9035137654609	3.75644931420411e-12	4.26345613982426e-10
"ENSMUSG00000060862"	0.747142129272254	3.90174188672113	83.5629233135788	3.81641749635794e-12	4.30542472616236e-10
"ENSMUSG00000035711"	1.04844801839388	3.20349470892686	85.4777061064554	4.08236505926393e-12	4.5778712853195e-10
"ENSMUSG00000033545"	0.295139351220236	7.12820963673175	82.429988198543	4.10884592286807e-12	4.58014033318753e-10
"ENSMUSG00000068551"	-0.465053351318524	3.50039512081735	81.9983083208633	4.46010399625789e-12	4.94227026851607e-10
"ENSMUSG00000025823"	0.821643183845541	5.47328494102902	87.4609864918003	4.4940190213902e-12	4.95055848315143e-10
"ENSMUSG00000053550"	0.36681746322359	7.89712605993674	81.6881786535964	4.73164914679078e-12	5.18184757730707e-10
"ENSMUSG00000042857"	-0.73439643143934	1.54058503171353	81.3622851019774	5.03560215381246e-12	5.48265822874686e-10
"ENSMUSG00000027550"	-0.579658879394723	4.4656434351102	81.2682951379454	5.12698855941354e-12	5.5498910261351e-10
"ENSMUSG00000049076"	0.404599076889909	6.78112863643299	81.0985720091652	5.29640885059916e-12	5.70033612328566e-10
"ENSMUSG00000040260"	0.462419133953641	6.62926244226497	80.7585530442861	5.65358267977736e-12	6.04997959109661e-10
"ENSMUSG00000032115"	0.477128145256201	6.78569682439396	80.6821953421578	5.73718552737643e-12	6.10456098699877e-10
"ENSMUSG00000037833"	1.4393648880456	1.4211312246078	81.5289822452886	5.89853121833973e-12	6.24077932914396e-10
"ENSMUSG00000117698"	-1.19171931552849	-0.0299974631475751	80.1683177511885	6.33435088590942e-12	6.66423533934976e-10
"ENSMUSG00000029513"	-0.521838372862163	3.55601316217915	80.0460655657856	6.48572006254007e-12	6.78536757604402e-10
"ENSMUSG00000031534"	-0.451470709672405	3.67977100762259	79.7908103292032	6.81403094963153e-12	7.08924208854164e-10
"ENSMUSG00000034853"	0.58489843416213	5.29066588235286	79.6063410836905	8.158320377213e-12	8.44093180685457e-10
"ENSMUSG00000008475"	0.372286199642806	6.48250757345015	78.8079137567383	8.24877262894161e-12	8.48762445176866e-10
"ENSMUSG00000052397"	0.636766184096497	5.92602548981778	81.2132343211363	8.34603647598823e-12	8.54077732709462e-10
"ENSMUSG00000025037"	-0.437334608719526	5.052513765205	78.6638333109002	8.48415002117354e-12	8.63492812209331e-10
"ENSMUSG00000001240"	0.584810224817776	3.51441216763403	78.4322838226378	8.87717273751143e-12	8.98609804623657e-10
"ENSMUSG00000036052"	0.538575160042973	7.53142791738773	78.7289157623605	9.30728405086878e-12	9.37083378605482e-10
"ENSMUSG00000026173"	0.591636644038155	3.72688661989191	78.1549654707377	9.37294582678407e-12	9.38647895712221e-10
"ENSMUSG00000046287"	-0.542831856356966	4.51368448551022	78.0694178496295	9.53163192056167e-12	9.49462079661481e-10
"ENSMUSG00000053137"	0.376118499708973	6.02232884008145	78.0003296343384	9.66182651147142e-12	9.56269407648574e-10
"ENSMUSG00000051786"	0.338148035073208	5.7471272583535	77.9791555392354	9.70209790426812e-12	9.56269407648574e-10
"ENSMUSG00000027777"	0.408816128097014	7.5028405797466	77.7158801896108	1.02176716075667e-11	1.00181327850734e-09
"ENSMUSG00000027654"	1.8209523375446	0.580438645788639	78.5926223052236	1.03002841299492e-11	1.00465323386228e-09
"ENSMUSG00000001774"	0.560135504412234	6.35778677288421	78.5524825444293	1.047460741679e-11	1.01636255489236e-09
"ENSMUSG00000029641"	1.11307579330339	1.58796493406668	77.23803154036	1.1227584299946e-11	1.08380912982004e-09
"ENSMUSG00000036362"	-0.539875986571601	3.47677447365457	77.0712242720678	1.16041342124824e-11	1.11441344306234e-09
"ENSMUSG00000032869"	-0.337161336052306	4.89249653854104	76.8922727510875	1.20227440275029e-11	1.1487241194033e-09
"ENSMUSG00000022685"	-0.394768907179912	4.47086224193213	76.7454515751051	1.23779198052542e-11	1.17351287230156e-09
"ENSMUSG00000051243"	0.669695720125123	6.36579330334232	80.04290209099	1.24075158175741e-11	1.17351287230156e-09
"ENSMUSG00000020571"	0.650304699929765	6.78075325016029	78.9759242306967	1.40511285463724e-11	1.32228886576842e-09
"ENSMUSG00000008035"	-0.372994595221238	5.50101689167591	76.0392144092581	1.42455177103575e-11	1.33387905080932e-09
"ENSMUSG00000005533"	0.427272473945726	6.19855948012504	75.7554986876871	1.50762943235366e-11	1.40464559102921e-09
"ENSMUSG00000032611"	1.40398445909764	0.0767117363836651	75.6897629335459	1.52758797949517e-11	1.4161950540597e-09
"ENSMUSG00000117286"	0.586650449279776	5.56196583067807	76.9744126050544	1.5413798133789e-11	1.42194186035205e-09
"ENSMUSG00000018906"	0.513843442257389	3.97442083072246	75.2992417184797	1.65196520779098e-11	1.51648786501479e-09
"ENSMUSG00000020905"	-1.07125083424543	2.79834618610125	76.5315210254803	1.71915371842859e-11	1.56370923832068e-09
"ENSMUSG00000030616"	-0.59460962174684	6.16344780497952	76.8477001052517	1.72010521222865e-11	1.56370923832068e-09
"ENSMUSG00000030889"	-0.722174392345143	3.19429789417546	75.028927323526	1.74419577755906e-11	1.57794948436466e-09
"ENSMUSG00000038894"	0.869802075153904	5.83921274208319	80.6986353362147	1.90341424056864e-11	1.71371338861197e-09
"ENSMUSG00000035934"	-0.354696587076723	6.20980357927131	74.5315547064535	1.92816915770107e-11	1.72769491943865e-09
"ENSMUSG00000021902"	-0.73533070057883	1.69801034613083	74.4348571467003	1.9662224342295e-11	1.75340226313409e-09
"ENSMUSG00000020601"	0.560597231158095	5.76974103963227	75.21114294632	2.03715865666302e-11	1.80341084899912e-09
"ENSMUSG00000074738"	-0.572865779010013	4.19878203029465	74.2330163332886	2.04819255304755e-11	1.80341084899912e-09
"ENSMUSG00000036151"	1.49513450804803	0.722158918406991	74.2257936657295	2.051190851908e-11	1.80341084899912e-09
"ENSMUSG00000021710"	-0.448527579631151	5.0088299154893	74.1878922994886	2.06699964890228e-11	1.80881787032677e-09
"ENSMUSG00000021750"	0.791341982243519	8.7020006706771	79.026886853965	2.11874257317232e-11	1.83335794498028e-09
"ENSMUSG00000034275"	0.628164509530659	7.53326896865151	76.5833747232579	2.12026152297225e-11	1.83335794498028e-09
"ENSMUSG00000053841"	0.279032783903864	5.74383135308639	74.0527398485475	2.12441220729813e-11	1.83335794498028e-09
"ENSMUSG00000097842"	-0.637118824571876	2.27412593229156	73.5989748782533	2.32961513967162e-11	2.00122489544176e-09
"ENSMUSG00000026773"	0.689321453088172	5.21099987596771	76.2613575192782	2.344333955392e-11	2.0046731498916e-09
"ENSMUSG00000057060"	0.451078640600935	4.94370947312053	73.5429520372692	2.35634414541108e-11	2.00578440050515e-09
"ENSMUSG00000089889"	-1.16475116378906	0.603515752302438	73.4908480540391	2.38148993893766e-11	2.01801638400387e-09
"ENSMUSG00000021559"	0.365115586709897	6.98203832966146	73.4436503039056	2.40450902913396e-11	2.02834417065728e-09
"ENSMUSG00000024782"	0.351059090379829	6.10332879514225	72.5473214108766	2.88852654709234e-11	2.42102505693693e-09
"ENSMUSG00000022012"	0.487501311835625	5.19562004023558	72.5349589505145	2.89587020213527e-11	2.42102505693693e-09
"ENSMUSG00000037138"	0.439787322868665	6.01677693970912	72.4602973729917	2.94063630505156e-11	2.44752427043114e-09
"ENSMUSG00000020627"	0.347625596710935	6.1680873438765	72.3618494914762	3.00076794907248e-11	2.4865213001009e-09
"ENSMUSG00000073139"	0.401519310221422	5.12265769005724	72.2930536926657	3.04354673498427e-11	2.51085901788769e-09
"ENSMUSG00000039959"	0.396342535039618	6.50041567010473	72.2275974005624	3.08483836541277e-11	2.533761757416e-09
"ENSMUSG00000028876"	0.42626982442208	5.83564281833167	72.1314912073181	3.14652424001431e-11	2.57314233374445e-09
"ENSMUSG00000033998"	0.322358127144354	6.44493907342344	71.9287192753242	3.28092250853348e-11	2.67138416596985e-09
"ENSMUSG00000038244"	0.452434065359059	8.8349202448862	71.4948744865452	3.58893269416203e-11	2.90952132309837e-09
"ENSMUSG00000033863"	0.430206687910059	8.0817236775591	71.4532000089163	3.62006327077686e-11	2.92210883068268e-09
