EnsembleID	Symbol
ENSMUSG00000036073	Galt
ENSMUSG00000020766	Galk1
ENSMUSG00000028671	Gale

ENSMUSG00000044573	Acp1
ENSMUSG00000026817	Ak1
ENSMUSG00000029735	Tpk1
ENSMUSG00000028766	Alpl
ENSMUSG00000031851	Ntpcr

ENSMUSG00000054034	Tceal5
ENSMUSG00000071644	Eef1g
ENSMUSG00000030083	Abtb1
ENSMUSG00000031409	Tceal6
ENSMUSG00000078812	Eif5a
ENSMUSG00000059540	Tcea2
ENSMUSG00000037742	Eef1a1
ENSMUSG00000033216	Eefsec
