EnsembleID	Symbol
ENSMUSG00000002020	Ltbp2
ENSMUSG00000090958	Lrrc32
ENSMUSG00000001870	Ltbp1
ENSMUSG00000024940	Ltbp3

ENSMUSG00000074141	Il4i1
ENSMUSG00000000214	Th
ENSMUSG00000063558	Aox1
ENSMUSG00000024885	Aldh3b1

ENSMUSG00000040648	Ppip5k2
ENSMUSG00000045288	Ush1g
ENSMUSG00000046352	Gjb2
ENSMUSG00000012819	Cdh23
ENSMUSG00000028943	Espn

